#ADEXCHANGE
google.com, pub-1995032544933848, DIRECT, f08c47fec0942fa0

#ADSENSE
google.com, pub-8087073732553662, DIRECT, f08c47fec0942fa0 
google.com, pub-8053056755505505, DIRECT, f08c47fec0942fa0

#APPNEXUS
appnexus.com, 9165, DIRECT

#A9
aps.amazon.com,29eba328-6960-4aaa-a6e7-6878d8d7ed66,DIRECT
spotxchange.com,288571,DIRECT,7842df1d2fe2db34
spotx.tv,288571,DIRECT,7842df1d2fe2db34
gumgum.com,13737,DIRECT,ffdef49475d318a9
pubmatic.com,157150,RESELLER,5d62403b186f2ace
openx.com,540191398,RESELLER,6a698e2ec38604c6
rubiconproject.com,18020,RESELLER,0bfd66d529a55807
appnexus.com,1908,RESELLER,f5ab79cb980f11d1
adtech.com,12068,RESELLER,e1a5b5b6e3255540
ad-generation.jp,12474,RESELLER,7f4ea9029ac04e53
districtm.io,100962,RESELLER,3fd707be9c4527c3
appnexus.com,3663,RESELLER,f5ab79cb980f11d1
yahoo.com,55029,RESELLER,e1a5b5b6e3255540
indexexchange.com, 192410, Reseller, 50b1c356f2c5c8fc

#INDEX EXCHANGE
indexexchange.com, 186967, DIRECT
indexexchange.com, 187264, DIRECT

#CONSUMABLE
consumable.com, 2000986, DIRECT
adtech.com, 10947, DIRECT
aolcloud.net, 10947, DIRECT
appnexus.com, 1356, DIRECT
appnexus.com, 7556, DIRECT
contextweb.com, 560653, DIRECT, 89ff185a4c4e857c
emxdgt.com, 20, DIRECT, 1e1d41537f7cad7f
google.com, pub-6694481294649483, DIRECT
indexexchange.com, 184914, DIRECT
indexexchange.com, 186248, DIRECT, 50b1c356f2c5c8fc
lijit.com, 248396, DIRECT, fafdf38b16bf6b2b
openx.com, 537150004, DIRECT
pubmatic.com, 156319, DIRECT
sonobi.com, e55fb5d7c2, DIRECT, d1a215d9eb5aee9e
sovrn.com, 248396, DIRECT, fafdf38b16bf6b2b
google.com, pub-5995202563537249, DIRECT, f08c47fec0942fa0
gumgum.com, 11645, DIRECT, ffdef49475d318a9
indexexchange.com, 175407, DIRECT
openx.com, 537120960, DIRECT
openx.com, 537143344, DIRECT
openx.com, 538959099, DIRECT
openx.com, 83499, DIRECT
pubmatic.com, 137711, DIRECT
pubmatic.com, 156078, DIRECT, 5d62403b186f2ace
pubmatic.com, 156212, DIRECT
pubmatic.com, 62483, DIRECT
rubiconproject.com, 17632, DIRECT, 0bfd66d529a55807
rhythmone.com, 1059622079, DIRECT, a670c89d4a324e47
google.com, pub-9685734445476814, DIRECT, f08c47fec0942fa0
openx.com, 539699341, DIRECT, 6a698e2ec38604c6
pubmatic.com, 156458, DIRECT, 5d62403b186f2ace
pubmatic.com, 156138, DIRECT, 5d62403b186f2ace
rubiconproject.com, 18890, DIRECT, 0bfd66d529a55807 
pubmatic.com, 157367, DIRECT
indexexchange.com, 187454, DIRECT
appnexus.com, 1360, DIRECT, f5ab79cb980f11d1
openx.com, 539924617, DIRECT, 6a698e2ec38604c6
pubmatic.com, 156700, DIRECT, 5d62403b186f2ace
rubiconproject.com, 17960, DIRECT, 0bfd66d529a55807
sonobi.com, 6e5cfb5420, DIRECT, d1a215d9eb5aee9e
advertising.com, 28254, DIRECT
advertising.com, 28409, DIRECT
lijit.com, 248396-eb, DIRECT
advertising.com, 28509, DIRECT
yahoo.com, 55104, DIRECT
tremorhub.com, vtrdn-wjdav, DIRECT
spotxchange.com, 270977, DIRECT
spotx.tv, 270977, DIRECT
telaria.com, vtrdn-wjdav, DIRECT
pubmatic.com, 159117, DIRECT

#SOVRN
sovrn.com, 53385, DIRECT, fafdf38b16bf6b2b
lijit.com, 53385, DIRECT, fafdf38b16bf6b2b
lijit.com, 53385-eb, DIRECT, fafdf38b16bf6b2b
appnexus.com, 1360, RESELLER, f5ab79cb980f11d1
gumgum.com, 11645, RESELLER, ffdef49475d318a9
openx.com, 538959099, RESELLER, 6a698e2ec38604c6
openx.com, 539924617, RESELLER, 6a698e2ec38604c6
pubmatic.com, 137711, RESELLER, 5d62403b186f2ace
pubmatic.com, 156212, RESELLER, 5d62403b186f2ace
pubmatic.com, 156700, RESELLER, 5d62403b186f2ace
rubiconproject.com, 17960, RESELLER, 0bfd66d529a55807

#OATH
adtech.com, 11586, DIRECT, e1a5b5b6e3255540 
coxmt.com, 2000067907202, RESELLER
pubmatic.com, 156078, RESELLER #banner
pubmatic.com, 156377, RESELLER, 5d62403b186f2ace 
openx.com, 537143344, RESELLER #banner
indexexchange.com, 175407, RESELLER, 50b1c356f2c5c8fc
aol.com, 54070, DIRECT
openx.com, 537126269, RESELLER, 6a698e2ec38604c6
pubmatic.com, 156138, RESELLER
pubmatic.com, 156556, RESELLER, 5d62403b186f2ace
coxmt.com, 2000067997102, RESELLER
indexexchange.com, 184110, RESELLER, 50b1c356f2c5c8fc

#OPENX
openx.com, 540447824, DIRECT, 6a698e2ec38604c6

#RUBICON PROJECT
rubiconproject.com, 18842, DIRECT, 0bfd66d529a55807
rubiconproject.com, 18844, RESELLER, 0bfd66d529a55807

#RHYTHMONE
rhythmone.com,  1249376240, DIRECT, a670c89d4a324e47
rhythmone.com,  2019587056, DIRECT, a670c89d4a324e47
rhythmone.com,  181443761, DIRECT, a670c89d4a324e47
video.unrulymedia.com, 1249376240, DIRECT
video.unrulymedia.com, 2019587056, DIRECT
video.unrulymedia.com, 181443761, DIRECT
indexexchange.com, 182257, RESELLER
appnexus.com, 6849, RESELLER
rubiconproject.com, 15268, RESELLER
spotxchange.com, 285547, RESELLER, 7842df1d2fe2db34
spotx.tv, 285547, RESELLER, 7842df1d2fe2db34
pubmatic.com, 159277, RESELLER, <5d62403b186f2ace>
advertising.com, 28605, RESELLER
improvedigital.com, 1699, RESELLER

#GUMGUM
gumgum.com, 13737, DIRECT, ffdef49475d318a9
33across.com, 0013300001r0t9mAAA, RESELLER
appnexus.com, 1001, RESELLER, f5ab79cb980f11d1
appnexus.com, 1942, RESELLER, f5ab79cb980f11d1
appnexus.com, 2758, RESELLER, f5ab79cb980f11d1
appnexus.com, 3135, RESELLER, f5ab79cb980f11d1
appnexus.com, 7597, RESELLER, f5ab79cb980f11d1
appnexus.com, 10239, RESELLER, f5ab79cb980f11d1
appnexus.com, 9316, RESELLER, f5ab79cb980f11d1
appnexus.com, 1356, RESELLER, f5ab79cb980f11d1
bidtellect.com, 1407, RESELLER, 1c34aa2d85d45e93
contextweb.com, 558355, RESELLER
coxmt.com, 2000067995202, RESELLER
emxdgt.com, 326, RESELLER, 1e1d41537f7cad7f
EMXDGT.com, 1284, RESELLER, 1e1d41537f7cad7f
google.com, pub-9557089510405422, RESELLER, f08c47fec0942fa0
google.com, pub-3848273848634341, RESELLER, f08c47fec0942fa0
openx.com, 537120563, RESELLER, 6a698e2ec38604c6
openx.com, 537149485, RESELLER, 6a698e2ec38604c6
openx.com, 539392223, RESELLER, 6a698e2ec38604c6
pubmatic.com, 156423, RESELLER, 5d62403b186f2ace
pubmatic.com, 157897, RESELLER, 5d62403b186f2ace
pubmatic.com, 156344, RESELLER, 5d62403b186f2ace
rhythmone.com, 78519861, RESELLER
rhythmone.com, 2439829435, RESELLER, a670c89d4a324e47
rubiconproject.com, 16414, RESELLER, 0bfd66d529a55807
rubiconproject.com, 13344, RESELLER, 0bfd66d529a55807
synacor.com, 82151, RESELLER, e108f11b2cdf7d5b
indexexchange.com, 177754, RESELLER, 50b1c356f2c5c8fc

#SPOTX
spotxchange.com,167062,DIRECT,7842df1d2fe2db34
spotx.tv, 167062,DIRECT,7842df1d2fe2db34

#YIELDMO
yieldmo.com, Hubbard%20Radio, DIRECT
yieldmo.com, 1146330319484730137, DIRECT
Yieldmo, 2423310845086736562, Direct

#UNKNOWN
google.com, pub-5958923341480860, DIRECT, f08c47fec0942fa0
google.com, pub-8031457365612196, RESELLER, f08c47fec0942fa0
advertising.com, 23389, DIRECT
advertising.com, 8603, RESELLER
appnexus.com, 3364, RESELLER 
contextweb.com, 560382, RESELLER 
fyber.com, 1a12a7e3f84fe560ccf95a3a73043abb, RESELLER
fyber.com, ad9de41d28d494354b23133f26f83122, RESELLER 
Indexexchange.com, 183756, RESELLER
openx.com, 108280, DIRECT, a698e2ec38604c6
outbrain.com, 005220b0306a624d3303b80ecd4beb3806, DIRECT
pubmatic.com, 156307, RESELLER, 5d62403b186f2ace
rhythmone.com,1993159114,DIRECT,a670c89d4a324e47 
rubiconproject.com, 10645, DIRECT, 0bfd66d529a55807 
rubiconproject.com, 16698, RESELLER, 0bfd66d529a55807
spotx.tv,71451,RESELLER 
spotxchange.com, 71451, RESELLER
taboola.com,2079,DIRECT,c228e6794e811952 
taboola.com,2079,RESELLER,c228e6794e811952 
tremorhub.com, z87wm, RESELLER, 1a4e959a1b50034a 

#Taboola
taboola.com, 1234751, DIRECT, c228e6794e811952
taboola.com, 1234752, DIRECT, c228e6794e811952
taboola.com, 1236817, DIRECT, c228e6794e811952 
taboola.com, 1236813, DIRECT, c228e6794e811952 
taboola.com, 1280116, DIRECT, c228e6794e811952
smartadserver.com, 3563, RESELLER 
beachfront.com, 13749, RESELLER, e2541279e8e2ca4d 
advertising.com, 28458, RESELLER 
admanmedia.com, 556, RESELLER 
spotx.tv,71451,RESELLER
spotxchange.com, 71451, RESELLER
advertising.com, 8603, RESELLER
pubmatic.com, 156307, RESELLER, 5d62403b186f2ace
appnexus.com, 3364, RESELLER
Indexexchange.com, 183756, RESELLER
contextweb.com, 560382, RESELLER
openx.com, 539154393, RESELLER
tremorhub.com, z87wm, RESELLER, 1a4e959a1b50034a
rubiconproject.com, 16698, RESELLER, 0bfd66d529a55807
freewheel.tv, 799841, RESELLER
freewheel.tv, 799921, RESELLER
aol.com, 53392, RESELLER
rhythmone.com, 1166984029, RESELLER, a670c89d4a324e47
EMXDGT.com, 1643, RESELLER, 1e1d41537f7cad7f
improvedigital.com, 1577, RESELLER
video.unrulymedia.com, 1166984029, RESELLER


#NextMillennium
nextmillennium.io, 14707, DIRECT, 65bd090fa4a1e3d6
rubiconproject.com, 17888, DIRECT, 0bfd66d529a55807
rubiconproject.com, 19142, DIRECT, 0bfd66d529a55807
openx.com, 540224251, DIRECT, 6a698e2ec38604c6
openx.com, 540233824, DIRECT, 6a698e2ec38604c6
indexexchange.com, 188029, DIRECT
indexexchange.com, 188333, DIRECT
aps.amazon.com, 79e40b05-e673-4b6c-85f9-79252a7f96a5, DIRECT
pubmatic.com, 157577, DIRECT, 5d62403b186f2ace
gumgum.com, 13615, DIRECT, ffdef49475d318a9
undertone.com, 3757, DIRECT
gumgum.com, 13165, DIRECT, ffdef49475d318a9
appnexus.com, 9284, DIRECT, f5ab79cb980f11d1
pubmatic.com, 157689, DIRECT, 5d62403b186f2ace
google.com, pub-7269238500499280, RESELLER, f08c47fec0942fa0
conversantmedia.com, 41868, DIRECT
teads.tv, 18141, DIRECT, 15a9c44f6d26cbe1
triplelift.com, 7001, DIRECT, 6c33edb13117fd86
google.com, pub-8606804482029683, RESELLER, f08c47fec0942fa0
rhythmone.com, 20594659382059465938, DIRECT, a670c89d4a324e47
openx.com,540191398,RESELLER,6a698e2ec38604c6
rhythmone.com, 316817661, DIRECT, a670c89d4a324e47
yieldmo.com, 2230523609997805235, DIRECT

#West Seven Media
westseven.media, e7031480a14e, DIRECT, cbf665107bc614c7
westseven.media, 3cb6f6e2b94d, DIRECT, cbf665107bc614c7
